Time,02PLENUM:VOID:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Load [W],02PLENUM:VOID:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Sens Cool Load [W],02PLENUM:VOID:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Mass Flow [kg/s],02PLENUM:VOID:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Cool Mass Flow [kg/s],02FFE:OFFICEXNEXLED:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Load [W],02FFE:OFFICEXNEXLED:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Sens Cool Load [W],02FFE:OFFICEXNEXLED:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Mass Flow [kg/s],02FFE:OFFICEXNEXLED:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Cool Mass Flow [kg/s],02FFE:OFFICEXE:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Load [W],02FFE:OFFICEXE:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Sens Cool Load [W],02FFE:OFFICEXE:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Mass Flow [kg/s],02FFE:OFFICEXE:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Cool Mass Flow [kg/s],02FFE:OFFICEXMEETXSE:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Load [W],02FFE:OFFICEXMEETXSE:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Sens Cool Load [W],02FFE:OFFICEXMEETXSE:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Mass Flow [kg/s],02FFE:OFFICEXMEETXSE:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Cool Mass Flow [kg/s],02FFE:OFFICEXMEETXSSE:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Load [W],02FFE:OFFICEXMEETXSSE:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Sens Cool Load [W],02FFE:OFFICEXMEETXSSE:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Mass Flow [kg/s],02FFE:OFFICEXMEETXSSE:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Cool Mass Flow [kg/s],02FFE:OFFICEXMEETXSSEXLED:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Load [W],02FFE:OFFICEXMEETXSSEXLED:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Sens Cool Load [W],02FFE:OFFICEXMEETXSSEXLED:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Mass Flow [kg/s],02FFE:OFFICEXMEETXSSEXLED:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Cool Mass Flow [kg/s],02FFE:OFFICEXNE:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Load [W],02FFE:OFFICEXNE:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Sens Cool Load [W],02FFE:OFFICEXNE:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Mass Flow [kg/s],02FFE:OFFICEXNE:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Cool Mass Flow [kg/s],02FFE:OFFICEXN:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Load [W],02FFE:OFFICEXN:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Sens Cool Load [W],02FFE:OFFICEXN:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Mass Flow [kg/s],02FFE:OFFICEXN:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Cool Mass Flow [kg/s],02FFE:OFFICEXMEETXSEXLED:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Load [W],02FFE:OFFICEXMEETXSEXLED:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Sens Cool Load [W],02FFE:OFFICEXMEETXSEXLED:WINTER DESIGN DAY IN INOVO TEST (01-05:20-06):Des Heat Mass Flow [kg/s],02FFE:OFFICEXMEETXSEXLED:SUMMER DESIGN DAY IN INOVO TEST (01-05:20-06) JUL:Des Cool Mass Flow [kg/s]
05:24:00,1.076322E+05,0.000000E+00,6.096737E+00,0.000000E+00,2.178754E+03,0.000000E+00,1.618746E-01,0.000000E+00,2.220630E+04,0.000000E+00,1.649937E+00,0.000000E+00,2.388445E+03,0.000000E+00,1.774665E-01,0.000000E+00,1.315267E+03,0.000000E+00,9.773314E-02,0.000000E+00,6.469889E+02,0.000000E+00,4.807302E-02,0.000000E+00,3.306923E+03,0.000000E+00,2.457120E-01,0.000000E+00,1.235819E+04,0.000000E+00,9.182035E-01,0.000000E+00,5.228397E+02,0.000000E+00,3.888117E-02,0.000000E+00
05:27:00,1.076328E+05,0.000000E+00,6.096770E+00,0.000000E+00,2.178758E+03,0.000000E+00,1.618748E-01,0.000000E+00,2.220635E+04,0.000000E+00,1.649941E+00,0.000000E+00,2.388450E+03,0.000000E+00,1.774669E-01,0.000000E+00,1.315270E+03,0.000000E+00,9.773337E-02,0.000000E+00,6.469905E+02,0.000000E+00,4.807314E-02,0.000000E+00,3.306930E+03,0.000000E+00,2.457126E-01,0.000000E+00,1.235821E+04,0.000000E+00,9.182054E-01,0.000000E+00,5.228424E+02,0.000000E+00,3.888137E-02,0.000000E+00
05:30:00,1.076333E+05,0.000000E+00,6.096803E+00,0.000000E+00,2.178761E+03,0.000000E+00,1.618751E-01,0.000000E+00,2.220640E+04,0.000000E+00,1.649944E+00,0.000000E+00,2.388456E+03,0.000000E+00,1.774673E-01,0.000000E+00,1.315273E+03,0.000000E+00,9.773361E-02,0.000000E+00,6.469920E+02,0.000000E+00,4.807325E-02,0.000000E+00,3.306938E+03,0.000000E+00,2.457131E-01,0.000000E+00,1.235824E+04,0.000000E+00,9.182073E-01,0.000000E+00,5.228450E+02,0.000000E+00,3.888156E-02,0.000000E+00
05:33:00,1.076339E+05,0.000000E+00,6.096836E+00,0.000000E+00,2.178764E+03,0.000000E+00,1.618753E-01,0.000000E+00,2.220645E+04,0.000000E+00,1.649948E+00,0.000000E+00,2.388461E+03,0.000000E+00,1.774677E-01,0.000000E+00,1.315277E+03,0.000000E+00,9.773385E-02,0.000000E+00,6.469935E+02,0.000000E+00,4.807336E-02,0.000000E+00,3.306945E+03,0.000000E+00,2.457137E-01,0.000000E+00,1.235826E+04,0.000000E+00,9.182092E-01,0.000000E+00,5.228476E+02,0.000000E+00,3.888176E-02,0.000000E+00
05:36:00,1.076345E+05,0.000000E+00,6.096869E+00,0.000000E+00,2.178767E+03,0.000000E+00,1.618756E-01,0.000000E+00,2.220650E+04,0.000000E+00,1.649952E+00,0.000000E+00,2.388466E+03,0.000000E+00,1.774681E-01,0.000000E+00,1.315280E+03,0.000000E+00,9.773409E-02,0.000000E+00,6.469950E+02,0.000000E+00,4.807348E-02,0.000000E+00,3.306953E+03,0.000000E+00,2.457142E-01,0.000000E+00,1.235829E+04,0.000000E+00,9.182111E-01,0.000000E+00,5.228503E+02,0.000000E+00,3.888195E-02,0.000000E+00
05:39:00,1.076351E+05,0.000000E+00,6.096902E+00,0.000000E+00,2.178770E+03,0.000000E+00,1.618758E-01,0.000000E+00,2.220655E+04,0.000000E+00,1.649955E+00,0.000000E+00,2.388472E+03,0.000000E+00,1.774685E-01,0.000000E+00,1.315283E+03,0.000000E+00,9.773432E-02,0.000000E+00,6.469966E+02,0.000000E+00,4.807359E-02,0.000000E+00,3.306960E+03,0.000000E+00,2.457148E-01,0.000000E+00,1.235831E+04,0.000000E+00,9.182130E-01,0.000000E+00,5.228529E+02,0.000000E+00,3.888215E-02,0.000000E+00
05:42:00,1.076357E+05,0.000000E+00,6.096935E+00,0.000000E+00,2.178774E+03,0.000000E+00,1.618760E-01,0.000000E+00,2.220660E+04,0.000000E+00,1.649959E+00,0.000000E+00,2.388477E+03,0.000000E+00,1.774689E-01,0.000000E+00,1.315286E+03,0.000000E+00,9.773456E-02,0.000000E+00,6.469981E+02,0.000000E+00,4.807370E-02,0.000000E+00,3.306967E+03,0.000000E+00,2.457153E-01,0.000000E+00,1.235834E+04,0.000000E+00,9.182149E-01,0.000000E+00,5.228555E+02,0.000000E+00,3.888235E-02,0.000000E+00
05:45:00,1.076363E+05,0.000000E+00,6.096968E+00,0.000000E+00,2.178777E+03,0.000000E+00,1.618763E-01,0.000000E+00,2.220665E+04,0.000000E+00,1.649963E+00,0.000000E+00,2.388482E+03,0.000000E+00,1.774693E-01,0.000000E+00,1.315289E+03,0.000000E+00,9.773480E-02,0.000000E+00,6.469996E+02,0.000000E+00,4.807382E-02,0.000000E+00,3.306975E+03,0.000000E+00,2.457159E-01,0.000000E+00,1.235837E+04,0.000000E+00,9.182168E-01,0.000000E+00,5.228582E+02,0.000000E+00,3.888254E-02,0.000000E+00
05:48:00,1.076368E+05,0.000000E+00,6.097001E+00,0.000000E+00,2.178780E+03,0.000000E+00,1.618765E-01,0.000000E+00,2.220670E+04,0.000000E+00,1.649966E+00,0.000000E+00,2.388488E+03,0.000000E+00,1.774697E-01,0.000000E+00,1.315293E+03,0.000000E+00,9.773504E-02,0.000000E+00,6.470011E+02,0.000000E+00,4.807393E-02,0.000000E+00,3.306982E+03,0.000000E+00,2.457164E-01,0.000000E+00,1.235839E+04,0.000000E+00,9.182187E-01,0.000000E+00,5.228608E+02,0.000000E+00,3.888274E-02,0.000000E+00
05:51:00,1.076374E+05,0.000000E+00,6.097034E+00,0.000000E+00,2.178783E+03,0.000000E+00,1.618767E-01,0.000000E+00,2.220675E+04,0.000000E+00,1.649970E+00,0.000000E+00,2.388493E+03,0.000000E+00,1.774701E-01,0.000000E+00,1.315296E+03,0.000000E+00,9.773527E-02,0.000000E+00,6.470027E+02,0.000000E+00,4.807404E-02,0.000000E+00,3.306989E+03,0.000000E+00,2.457169E-01,0.000000E+00,1.235842E+04,0.000000E+00,9.182205E-01,0.000000E+00,5.228634E+02,0.000000E+00,3.888293E-02,0.000000E+00
05:54:00,1.076380E+05,0.000000E+00,6.097066E+00,0.000000E+00,2.178786E+03,0.000000E+00,1.618770E-01,0.000000E+00,2.220680E+04,0.000000E+00,1.649974E+00,0.000000E+00,2.388499E+03,0.000000E+00,1.774705E-01,0.000000E+00,1.315299E+03,0.000000E+00,9.773551E-02,0.000000E+00,6.470042E+02,0.000000E+00,4.807416E-02,0.000000E+00,3.306997E+03,0.000000E+00,2.457175E-01,0.000000E+00,1.235844E+04,0.000000E+00,9.182224E-01,0.000000E+00,5.228660E+02,0.000000E+00,3.888313E-02,0.000000E+00
05:57:00,1.076386E+05,0.000000E+00,6.097099E+00,0.000000E+00,2.178789E+03,0.000000E+00,1.618772E-01,0.000000E+00,2.220685E+04,0.000000E+00,1.649977E+00,0.000000E+00,2.388504E+03,0.000000E+00,1.774709E-01,0.000000E+00,1.315302E+03,0.000000E+00,9.773575E-02,0.000000E+00,6.470057E+02,0.000000E+00,4.807427E-02,0.000000E+00,3.307004E+03,0.000000E+00,2.457180E-01,0.000000E+00,1.235847E+04,0.000000E+00,9.182243E-01,0.000000E+00,5.228686E+02,0.000000E+00,3.888332E-02,0.000000E+00
06:00:00,1.076392E+05,0.000000E+00,6.097132E+00,0.000000E+00,2.178792E+03,0.000000E+00,1.618774E-01,0.000000E+00,2.220690E+04,0.000000E+00,1.649981E+00,0.000000E+00,2.388509E+03,0.000000E+00,1.774713E-01,0.000000E+00,1.315305E+03,0.000000E+00,9.773598E-02,0.000000E+00,6.470072E+02,0.000000E+00,4.807438E-02,0.000000E+00,3.307012E+03,0.000000E+00,2.457186E-01,0.000000E+00,1.235849E+04,0.000000E+00,9.182262E-01,0.000000E+00,5.228713E+02,0.000000E+00,3.888352E-02,0.000000E+00
06:03:00,1.076397E+05,0.000000E+00,6.097165E+00,0.000000E+00,2.178796E+03,0.000000E+00,1.618777E-01,0.000000E+00,2.220695E+04,0.000000E+00,1.649985E+00,0.000000E+00,2.388515E+03,0.000000E+00,1.774717E-01,0.000000E+00,1.315309E+03,0.000000E+00,9.773622E-02,0.000000E+00,6.470087E+02,0.000000E+00,4.807449E-02,0.000000E+00,3.307019E+03,0.000000E+00,2.457191E-01,0.000000E+00,1.235852E+04,0.000000E+00,9.182281E-01,0.000000E+00,5.228739E+02,0.000000E+00,3.888371E-02,0.000000E+00
06:06:00,1.076403E+05,0.000000E+00,6.097198E+00,0.000000E+00,2.178799E+03,0.000000E+00,1.618779E-01,0.000000E+00,2.220700E+04,0.000000E+00,1.649988E+00,0.000000E+00,2.388520E+03,0.000000E+00,1.774721E-01,0.000000E+00,1.315312E+03,0.000000E+00,9.773645E-02,0.000000E+00,6.470102E+02,0.000000E+00,4.807461E-02,0.000000E+00,3.307026E+03,0.000000E+00,2.457197E-01,0.000000E+00,1.235854E+04,0.000000E+00,9.182299E-01,0.000000E+00,5.228765E+02,0.000000E+00,3.888390E-02,0.000000E+00
06:09:00,1.076409E+05,0.000000E+00,6.097230E+00,0.000000E+00,2.178802E+03,0.000000E+00,1.618781E-01,0.000000E+00,2.220705E+04,0.000000E+00,1.649992E+00,0.000000E+00,2.388525E+03,0.000000E+00,1.774725E-01,0.000000E+00,1.315315E+03,0.000000E+00,9.773669E-02,0.000000E+00,6.470117E+02,0.000000E+00,4.807472E-02,0.000000E+00,3.307034E+03,0.000000E+00,2.457202E-01,0.000000E+00,1.235857E+04,0.000000E+00,9.182318E-01,0.000000E+00,5.228791E+02,0.000000E+00,3.888410E-02,0.000000E+00
06:12:00,1.076415E+05,0.000000E+00,6.097263E+00,0.000000E+00,2.178805E+03,0.000000E+00,1.618784E-01,0.000000E+00,2.220710E+04,0.000000E+00,1.649996E+00,0.000000E+00,2.388531E+03,0.000000E+00,1.774729E-01,0.000000E+00,1.315318E+03,0.000000E+00,9.773693E-02,0.000000E+00,6.470133E+02,0.000000E+00,4.807483E-02,0.000000E+00,3.307041E+03,0.000000E+00,2.457208E-01,0.000000E+00,1.235859E+04,0.000000E+00,9.182337E-01,0.000000E+00,5.228817E+02,0.000000E+00,3.888429E-02,0.000000E+00
06:15:00,1.076421E+05,0.000000E+00,6.097296E+00,0.000000E+00,2.178808E+03,0.000000E+00,1.618786E-01,0.000000E+00,2.220715E+04,0.000000E+00,1.649999E+00,0.000000E+00,2.388536E+03,0.000000E+00,1.774733E-01,0.000000E+00,1.315321E+03,0.000000E+00,9.773716E-02,0.000000E+00,6.470148E+02,0.000000E+00,4.807494E-02,0.000000E+00,3.307048E+03,0.000000E+00,2.457213E-01,0.000000E+00,1.235862E+04,0.000000E+00,9.182356E-01,0.000000E+00,5.228843E+02,0.000000E+00,3.888449E-02,0.000000E+00
06:18:00,1.076426E+05,0.000000E+00,6.097328E+00,0.000000E+00,2.178811E+03,0.000000E+00,1.618788E-01,0.000000E+00,2.220720E+04,0.000000E+00,1.650003E+00,0.000000E+00,2.388541E+03,0.000000E+00,1.774737E-01,0.000000E+00,1.315324E+03,0.000000E+00,9.773740E-02,0.000000E+00,6.470163E+02,0.000000E+00,4.807506E-02,0.000000E+00,3.307056E+03,0.000000E+00,2.457219E-01,0.000000E+00,1.235864E+04,0.000000E+00,9.182374E-01,0.000000E+00,5.228869E+02,0.000000E+00,3.888468E-02,0.000000E+00
06:21:00,1.076432E+05,0.000000E+00,6.097361E+00,0.000000E+00,2.178814E+03,0.000000E+00,1.618791E-01,0.000000E+00,2.220724E+04,0.000000E+00,1.650007E+00,0.000000E+00,2.388547E+03,0.000000E+00,1.774741E-01,0.000000E+00,1.315328E+03,0.000000E+00,9.773763E-02,0.000000E+00,6.470178E+02,0.000000E+00,4.807517E-02,0.000000E+00,3.307063E+03,0.000000E+00,2.457224E-01,0.000000E+00,1.235867E+04,0.000000E+00,9.182393E-01,0.000000E+00,5.228895E+02,0.000000E+00,3.888487E-02,0.000000E+00
06:24:00,1.076438E+05,0.000000E+00,6.097394E+00,0.000000E+00,2.178818E+03,0.000000E+00,1.618793E-01,0.000000E+00,2.220729E+04,0.000000E+00,1.650010E+00,0.000000E+00,2.388552E+03,0.000000E+00,1.774745E-01,0.000000E+00,1.315331E+03,0.000000E+00,9.773787E-02,0.000000E+00,6.470193E+02,0.000000E+00,4.807528E-02,0.000000E+00,3.307070E+03,0.000000E+00,2.457229E-01,0.000000E+00,1.235869E+04,0.000000E+00,9.182412E-01,0.000000E+00,5.228921E+02,0.000000E+00,3.888507E-02,0.000000E+00
06:27:00,1.076444E+05,0.000000E+00,6.097426E+00,0.000000E+00,2.178821E+03,0.000000E+00,1.618795E-01,0.000000E+00,2.220734E+04,0.000000E+00,1.650014E+00,0.000000E+00,2.388557E+03,0.000000E+00,1.774748E-01,0.000000E+00,1.315334E+03,0.000000E+00,9.773810E-02,0.000000E+00,6.470208E+02,0.000000E+00,4.807539E-02,0.000000E+00,3.307077E+03,0.000000E+00,2.457235E-01,0.000000E+00,1.235872E+04,0.000000E+00,9.182430E-01,0.000000E+00,5.228947E+02,0.000000E+00,3.888526E-02,0.000000E+00
06:30:00,1.076449E+05,0.000000E+00,6.097459E+00,0.000000E+00,2.178824E+03,0.000000E+00,1.618798E-01,0.000000E+00,2.220739E+04,0.000000E+00,1.650018E+00,0.000000E+00,2.388562E+03,0.000000E+00,1.774752E-01,0.000000E+00,1.315337E+03,0.000000E+00,9.773834E-02,0.000000E+00,6.470223E+02,0.000000E+00,4.807550E-02,0.000000E+00,3.307085E+03,0.000000E+00,2.457240E-01,0.000000E+00,1.235874E+04,0.000000E+00,9.182449E-01,0.000000E+00,5.228973E+02,0.000000E+00,3.888545E-02,0.000000E+00
06:33:00,1.076455E+05,0.000000E+00,6.097491E+00,0.000000E+00,2.178827E+03,0.000000E+00,1.618800E-01,0.000000E+00,2.220744E+04,0.000000E+00,1.650021E+00,0.000000E+00,2.388568E+03,0.000000E+00,1.774756E-01,0.000000E+00,1.315340E+03,0.000000E+00,9.773857E-02,0.000000E+00,6.470238E+02,0.000000E+00,4.807561E-02,0.000000E+00,3.307092E+03,0.000000E+00,2.457246E-01,0.000000E+00,1.235877E+04,0.000000E+00,9.182468E-01,0.000000E+00,5.228999E+02,0.000000E+00,3.888565E-02,0.000000E+00
06:36:00,1.076461E+05,0.000000E+00,6.097524E+00,0.000000E+00,2.178830E+03,0.000000E+00,1.618802E-01,0.000000E+00,2.220749E+04,0.000000E+00,1.650025E+00,0.000000E+00,2.388573E+03,0.000000E+00,1.774760E-01,0.000000E+00,1.315343E+03,0.000000E+00,9.773880E-02,0.000000E+00,6.470253E+02,0.000000E+00,4.807573E-02,0.000000E+00,3.307099E+03,0.000000E+00,2.457251E-01,0.000000E+00,1.235879E+04,0.000000E+00,9.182486E-01,0.000000E+00,5.229025E+02,0.000000E+00,3.888584E-02,0.000000E+00
06:39:00,1.076467E+05,0.000000E+00,6.097556E+00,0.000000E+00,2.178833E+03,0.000000E+00,1.618805E-01,0.000000E+00,2.220754E+04,0.000000E+00,1.650029E+00,0.000000E+00,2.388578E+03,0.000000E+00,1.774764E-01,0.000000E+00,1.315347E+03,0.000000E+00,9.773904E-02,0.000000E+00,6.470268E+02,0.000000E+00,4.807584E-02,0.000000E+00,3.307107E+03,0.000000E+00,2.457257E-01,0.000000E+00,1.235882E+04,0.000000E+00,9.182505E-01,0.000000E+00,5.229051E+02,0.000000E+00,3.888603E-02,0.000000E+00
06:42:00,1.076472E+05,0.000000E+00,6.097589E+00,0.000000E+00,2.178836E+03,0.000000E+00,1.618807E-01,0.000000E+00,2.220759E+04,0.000000E+00,1.650032E+00,0.000000E+00,2.388584E+03,0.000000E+00,1.774768E-01,0.000000E+00,1.315350E+03,0.000000E+00,9.773927E-02,0.000000E+00,6.470283E+02,0.000000E+00,4.807595E-02,0.000000E+00,3.307114E+03,0.000000E+00,2.457262E-01,0.000000E+00,1.235884E+04,0.000000E+00,9.182524E-01,0.000000E+00,5.229077E+02,0.000000E+00,3.888622E-02,0.000000E+00
06:45:00,1.076478E+05,0.000000E+00,6.097621E+00,0.000000E+00,2.178839E+03,0.000000E+00,1.618809E-01,0.000000E+00,2.220764E+04,0.000000E+00,1.650036E+00,0.000000E+00,2.388589E+03,0.000000E+00,1.774772E-01,0.000000E+00,1.315353E+03,0.000000E+00,9.773951E-02,0.000000E+00,6.470298E+02,0.000000E+00,4.807606E-02,0.000000E+00,3.307121E+03,0.000000E+00,2.457267E-01,0.000000E+00,1.235887E+04,0.000000E+00,9.182542E-01,0.000000E+00,5.229103E+02,0.000000E+00,3.888642E-02,0.000000E+00
06:48:00,1.076484E+05,0.000000E+00,6.097654E+00,0.000000E+00,2.178843E+03,0.000000E+00,1.618812E-01,0.000000E+00,2.220769E+04,0.000000E+00,1.650040E+00,0.000000E+00,2.388594E+03,0.000000E+00,1.774776E-01,0.000000E+00,1.315356E+03,0.000000E+00,9.773974E-02,0.000000E+00,6.470313E+02,0.000000E+00,4.807617E-02,0.000000E+00,3.307128E+03,0.000000E+00,2.457273E-01,0.000000E+00,1.235889E+04,0.000000E+00,9.182561E-01,0.000000E+00,5.229129E+02,0.000000E+00,3.888661E-02,0.000000E+00
06:51:00,1.076490E+05,0.000000E+00,6.097686E+00,0.000000E+00,2.178846E+03,0.000000E+00,1.618814E-01,0.000000E+00,2.220773E+04,0.000000E+00,1.650043E+00,0.000000E+00,2.388600E+03,0.000000E+00,1.774780E-01,0.000000E+00,1.315359E+03,0.000000E+00,9.773997E-02,0.000000E+00,6.470328E+02,0.000000E+00,4.807628E-02,0.000000E+00,3.307136E+03,0.000000E+00,2.457278E-01,0.000000E+00,1.235892E+04,0.000000E+00,9.182579E-01,0.000000E+00,5.229154E+02,0.000000E+00,3.888680E-02,0.000000E+00
06:54:00,1.076495E+05,0.000000E+00,6.097719E+00,0.000000E+00,2.178849E+03,0.000000E+00,1.618816E-01,0.000000E+00,2.220778E+04,0.000000E+00,1.650047E+00,0.000000E+00,2.388605E+03,0.000000E+00,1.774784E-01,0.000000E+00,1.315362E+03,0.000000E+00,9.774021E-02,0.000000E+00,6.470343E+02,0.000000E+00,4.807639E-02,0.000000E+00,3.307143E+03,0.000000E+00,2.457284E-01,0.000000E+00,1.235894E+04,0.000000E+00,9.182598E-01,0.000000E+00,5.229180E+02,0.000000E+00,3.888699E-02,0.000000E+00
06:57:00,1.076501E+05,0.000000E+00,6.097751E+00,0.000000E+00,2.178852E+03,0.000000E+00,1.618818E-01,0.000000E+00,2.220783E+04,0.000000E+00,1.650050E+00,0.000000E+00,2.388610E+03,0.000000E+00,1.774788E-01,0.000000E+00,1.315365E+03,0.000000E+00,9.774044E-02,0.000000E+00,6.470358E+02,0.000000E+00,4.807650E-02,0.000000E+00,3.307150E+03,0.000000E+00,2.457289E-01,0.000000E+00,1.235897E+04,0.000000E+00,9.182616E-01,0.000000E+00,5.229206E+02,0.000000E+00,3.888718E-02,0.000000E+00
07:00:00,1.076507E+05,0.000000E+00,6.097783E+00,0.000000E+00,2.178855E+03,0.000000E+00,1.618821E-01,0.000000E+00,2.220788E+04,0.000000E+00,1.650054E+00,0.000000E+00,2.388615E+03,0.000000E+00,1.774792E-01,0.000000E+00,1.315369E+03,0.000000E+00,9.774067E-02,0.000000E+00,6.470373E+02,0.000000E+00,4.807662E-02,0.000000E+00,3.307157E+03,0.000000E+00,2.457294E-01,0.000000E+00,1.235899E+04,0.000000E+00,9.182635E-01,0.000000E+00,5.229232E+02,0.000000E+00,3.888738E-02,0.000000E+00
07:03:00,1.076513E+05,0.000000E+00,6.097816E+00,0.000000E+00,2.178858E+03,0.000000E+00,1.618823E-01,0.000000E+00,2.220793E+04,0.000000E+00,1.650058E+00,0.000000E+00,2.388621E+03,0.000000E+00,1.774796E-01,0.000000E+00,1.315372E+03,0.000000E+00,9.774090E-02,0.000000E+00,6.470388E+02,0.000000E+00,4.807673E-02,0.000000E+00,3.307165E+03,0.000000E+00,2.457300E-01,0.000000E+00,1.235902E+04,0.000000E+00,9.182653E-01,0.000000E+00,5.229257E+02,0.000000E+00,3.888757E-02,0.000000E+00
07:06:00,1.076518E+05,0.000000E+00,6.097848E+00,0.000000E+00,2.178861E+03,0.000000E+00,1.618825E-01,0.000000E+00,2.220798E+04,0.000000E+00,1.650061E+00,0.000000E+00,2.388626E+03,0.000000E+00,1.774799E-01,0.000000E+00,1.315375E+03,0.000000E+00,9.774114E-02,0.000000E+00,6.470403E+02,0.000000E+00,4.807684E-02,0.000000E+00,3.307172E+03,0.000000E+00,2.457305E-01,0.000000E+00,1.235904E+04,0.000000E+00,9.182672E-01,0.000000E+00,5.229283E+02,0.000000E+00,3.888776E-02,0.000000E+00
07:09:00,1.076524E+05,0.000000E+00,6.097880E+00,0.000000E+00,2.178864E+03,0.000000E+00,1.618828E-01,0.000000E+00,2.220803E+04,0.000000E+00,1.650065E+00,0.000000E+00,2.388631E+03,0.000000E+00,1.774803E-01,0.000000E+00,1.315378E+03,0.000000E+00,9.774137E-02,0.000000E+00,6.470418E+02,0.000000E+00,4.807695E-02,0.000000E+00,3.307179E+03,0.000000E+00,2.457310E-01,0.000000E+00,1.235907E+04,0.000000E+00,9.182690E-01,0.000000E+00,5.229309E+02,0.000000E+00,3.888795E-02,0.000000E+00
07:12:00,1.076530E+05,0.000000E+00,6.097912E+00,0.000000E+00,2.178867E+03,0.000000E+00,1.618830E-01,0.000000E+00,2.220808E+04,0.000000E+00,1.650068E+00,0.000000E+00,2.388636E+03,0.000000E+00,1.774807E-01,0.000000E+00,1.315381E+03,0.000000E+00,9.774160E-02,0.000000E+00,6.470432E+02,0.000000E+00,4.807706E-02,0.000000E+00,3.307186E+03,0.000000E+00,2.457316E-01,0.000000E+00,1.235909E+04,0.000000E+00,9.182709E-01,0.000000E+00,5.229335E+02,0.000000E+00,3.888814E-02,0.000000E+00
07:15:00,1.076535E+05,0.000000E+00,6.097945E+00,0.000000E+00,2.178871E+03,0.000000E+00,1.618832E-01,0.000000E+00,2.220812E+04,0.000000E+00,1.650072E+00,0.000000E+00,2.388642E+03,0.000000E+00,1.774811E-01,0.000000E+00,1.315384E+03,0.000000E+00,9.774183E-02,0.000000E+00,6.470447E+02,0.000000E+00,4.807717E-02,0.000000E+00,3.307194E+03,0.000000E+00,2.457321E-01,0.000000E+00,1.235912E+04,0.000000E+00,9.182727E-01,0.000000E+00,5.229360E+02,0.000000E+00,3.888833E-02,0.000000E+00
07:18:00,1.076541E+05,0.000000E+00,6.097977E+00,0.000000E+00,2.178874E+03,0.000000E+00,1.618835E-01,0.000000E+00,2.220817E+04,0.000000E+00,1.650076E+00,0.000000E+00,2.388647E+03,0.000000E+00,1.774815E-01,0.000000E+00,1.315387E+03,0.000000E+00,9.774206E-02,0.000000E+00,6.470462E+02,0.000000E+00,4.807728E-02,0.000000E+00,3.307201E+03,0.000000E+00,2.457327E-01,0.000000E+00,1.235914E+04,0.000000E+00,9.182746E-01,0.000000E+00,5.229386E+02,0.000000E+00,3.888852E-02,0.000000E+00
